order_id,order_date,book_id,quantity,customer_id,genre,sale_price
950616,12.04.2018,631,2,179901,genre fiction,431
1150695,12.04.2018,730,1,94823,nonfiction,389
1150695,12.04.2018,772,1,94823,nonfiction,584
75768,13.04.2018,96,1,140039,nonfiction,64
229675,13.04.2018,614,1,566616,genre fiction,692
229675,13.04.2018,649,1,566616,genre fiction,64
257246,13.04.2018,361,1,453561,genre fiction,194
366886,13.04.2018,647,1,24335,genre fiction,519
366886,13.04.2018,765,1,24335,genre fiction,64
631103,13.04.2018,629,1,82449,genre fiction,64
631103,13.04.2018,641,1,82449,genre fiction,64
631103,13.04.2018,701,1,82449,nonfiction,584
714290,13.04.2018,623,1,228282,genre fiction,64
714290,13.04.2018,664,1,228282,genre fiction,194
714290,13.04.2018,687,1,228282,genre fiction,194
896172,13.04.2018,682,1,402001,genre fiction,558
896172,13.04.2018,961,1,402001,genre fiction,324
1208876,13.04.2018,670,1,514161,nonfiction,64
1208876,13.04.2018,932,1,514161,genre fiction,259
1246315,13.04.2018,502,1,99217,genre fiction,64
1246315,13.04.2018,583,1,99217,genre fiction,259
1246315,13.04.2018,682,1,99217,genre fiction,558
69446,14.04.2018,815,3,352197,genre fiction,324
80589,14.04.2018,515,1,133414,genre fiction,64
80589,14.04.2018,664,1,133414,genre fiction,194
80589,14.04.2018,767,2,133414,nonfiction,454
111904,14.04.2018,489,1,237644,genre fiction,454
111904,14.04.2018,591,1,237644,genre fiction,714
279253,14.04.2018,676,1,289392,genre fiction,194
305425,14.04.2018,743,1,503399,genre fiction,259
506195,14.04.2018,594,1,558144,genre fiction,399
506195,14.04.2018,600,1,558144,nonfiction,423
506195,14.04.2018,647,1,558144,genre fiction,519
517647,14.04.2018,521,1,607786,fiction,584
517647,14.04.2018,594,1,607786,genre fiction,399
517647,14.04.2018,645,1,607786,genre fiction,584
555210,14.04.2018,482,1,588785,nonfiction,64
555210,14.04.2018,752,1,588785,genre fiction,499
557935,14.04.2018,615,2,458162,nonfiction,64
557935,14.04.2018,765,1,458162,genre fiction,64
674049,14.04.2018,689,1,510245,genre fiction,475
674770,14.04.2018,587,2,705068,genre fiction,324
674770,14.04.2018,666,2,705068,nonfiction,649
702265,14.04.2018,594,2,499323,genre fiction,399
706957,14.04.2018,621,1,217400,genre fiction,64
807336,14.04.2018,631,1,583055,genre fiction,431
807336,14.04.2018,662,1,583055,genre fiction,389
807336,14.04.2018,759,1,583055,genre fiction,259
836897,14.04.2018,595,1,67566,nonfiction,585
974747,14.04.2018,584,1,270317,fiction,259
974747,14.04.2018,629,1,270317,genre fiction,64
974747,14.04.2018,633,3,270317,genre fiction,64
1109743,14.04.2018,768,1,73084,genre fiction,194
1148117,14.04.2018,581,1,485958,genre fiction,64
48930,15.04.2018,655,1,178792,nonfiction,64
48930,15.04.2018,754,1,178792,genre fiction,259
131447,15.04.2018,760,2,664564,genre fiction,389
246182,15.04.2018,658,1,457902,genre fiction,64
246182,15.04.2018,707,1,457902,genre fiction,925
348285,15.04.2018,755,1,97366,genre fiction,64
413977,15.04.2018,589,1,57472,genre fiction,324
413977,15.04.2018,590,1,57472,genre fiction,341
413977,15.04.2018,933,2,57472,nonfiction,64
530096,15.04.2018,596,1,265013,genre fiction,259
530096,15.04.2018,699,2,265013,genre fiction,64
615361,15.04.2018,602,1,471047,genre fiction,324
819524,15.04.2018,590,1,173688,genre fiction,341
1014112,15.04.2018,371,1,568502,genre fiction,64
1060671,15.04.2018,693,1,81832,genre fiction,194
1282388,15.04.2018,608,1,438425,genre fiction,389
26186,16.04.2018,708,1,499588,genre fiction,621
43323,16.04.2018,657,1,286930,genre fiction,194
229051,16.04.2018,617,1,2004,genre fiction,246
229051,16.04.2018,724,1,2004,genre fiction,64
430331,16.04.2018,707,1,422929,genre fiction,925
430331,16.04.2018,776,1,422929,genre fiction,194
520237,16.04.2018,759,1,281889,genre fiction,259
520237,16.04.2018,844,1,281889,nonfiction,714
543887,16.04.2018,602,1,681661,genre fiction,324
543887,16.04.2018,674,1,681661,genre fiction,64
543887,16.04.2018,748,1,681661,genre fiction,324
543887,16.04.2018,776,1,681661,genre fiction,194
693289,16.04.2018,423,1,372173,genre fiction,259
693289,16.04.2018,634,1,372173,genre fiction,259
729796,16.04.2018,102,1,345625,fiction,145
729796,16.04.2018,658,1,345625,genre fiction,64
729796,16.04.2018,722,1,345625,genre fiction,194
753700,16.04.2018,613,1,734583,genre fiction,129
753700,16.04.2018,666,1,734583,nonfiction,649
899986,16.04.2018,358,1,133379,genre fiction,259
899986,16.04.2018,411,1,133379,genre fiction,162
899986,16.04.2018,644,1,133379,genre fiction,64
976878,16.04.2018,731,1,480117,genre fiction,64
1170282,16.04.2018,701,1,132163,nonfiction,584
1180240,16.04.2018,619,1,710251,genre fiction,828
1180240,16.04.2018,738,1,710251,genre fiction,194
1249489,16.04.2018,72,1,243735,genre fiction,246
1249489,16.04.2018,652,1,243735,genre fiction,64
108809,17.04.2018,468,1,92011,genre fiction,194
108809,17.04.2018,772,1,92011,nonfiction,584
120671,17.04.2018,651,1,458968,genre fiction,64
154220,17.04.2018,778,2,610778,genre fiction,519
158126,17.04.2018,754,1,174978,genre fiction,259
158126,17.04.2018,765,1,174978,genre fiction,64
286595,17.04.2018,607,1,692357,genre fiction,194
286595,17.04.2018,974,1,692357,fiction,369
332593,17.04.2018,625,1,559498,genre fiction,449
332593,17.04.2018,626,1,559498,children,451
381633,17.04.2018,579,1,610570,genre fiction,443
403064,17.04.2018,16,1,201924,genre fiction,324
403064,17.04.2018,853,1,201924,nonfiction,763
410340,17.04.2018,707,2,689454,genre fiction,925
410340,17.04.2018,838,1,689454,genre fiction,248
460019,17.04.2018,471,1,569694,nonfiction,649
460019,17.04.2018,746,1,569694,genre fiction,443
463342,17.04.2018,607,1,212618,genre fiction,194
463342,17.04.2018,688,1,212618,genre fiction,64
463342,17.04.2018,871,1,212618,nonfiction,194
543936,17.04.2018,390,3,179534,genre fiction,259
543936,17.04.2018,584,1,179534,fiction,259
543936,17.04.2018,711,1,179534,genre fiction,259
543936,17.04.2018,719,1,179534,children,399
562843,17.04.2018,526,1,400560,nonfiction,324
562843,17.04.2018,748,1,400560,genre fiction,324
627497,17.04.2018,530,2,247594,nonfiction,519
627497,17.04.2018,697,1,247594,children,360
627497,17.04.2018,737,1,247594,nonfiction,64
627497,17.04.2018,961,1,247594,genre fiction,324
790473,17.04.2018,24,1,412981,genre fiction,194
790473,17.04.2018,602,1,412981,genre fiction,324
871600,17.04.2018,745,1,318869,genre fiction,129
883687,17.04.2018,722,1,531424,genre fiction,194
883687,17.04.2018,968,1,531424,genre fiction,779
951188,17.04.2018,743,2,242204,genre fiction,259
1010398,17.04.2018,582,1,719079,genre fiction,475
1010398,17.04.2018,662,2,719079,genre fiction,389
1010398,17.04.2018,717,1,719079,nonfiction,129
1010398,17.04.2018,772,1,719079,nonfiction,584
1010398,17.04.2018,807,1,719079,genre fiction,779
1010398,17.04.2018,882,1,719079,genre fiction,259
1129673,17.04.2018,629,1,519551,genre fiction,64
1261338,17.04.2018,624,1,245580,genre fiction,64
1261338,17.04.2018,753,1,245580,genre fiction,194
1273351,17.04.2018,287,1,660950,genre fiction,194
20621,18.04.2018,578,1,436951,genre fiction,714
20621,18.04.2018,651,1,436951,genre fiction,64
67538,18.04.2018,542,1,695520,genre fiction,64
67538,18.04.2018,578,1,695520,genre fiction,714
67538,18.04.2018,623,1,695520,genre fiction,64
115700,18.04.2018,580,1,402927,genre fiction,259
115700,18.04.2018,754,1,402927,genre fiction,259
115700,18.04.2018,771,1,402927,genre fiction,259
126371,18.04.2018,668,1,263510,genre fiction,64
175731,18.04.2018,530,1,436145,nonfiction,519
354879,18.04.2018,612,1,573192,genre fiction,194
368308,18.04.2018,623,1,8757,genre fiction,64
368308,18.04.2018,663,1,8757,genre fiction,259
368308,18.04.2018,710,1,8757,children,480
448472,18.04.2018,489,1,176637,genre fiction,454
448472,18.04.2018,590,1,176637,genre fiction,341
448472,18.04.2018,685,1,176637,nonfiction,519
448472,18.04.2018,772,1,176637,nonfiction,584
466382,18.04.2018,34,1,586014,nonfiction,64
540620,18.04.2018,697,3,686773,children,360
540620,18.04.2018,736,1,686773,genre fiction,779
540620,18.04.2018,794,1,686773,genre fiction,454
666846,18.04.2018,614,1,497068,genre fiction,692
666846,18.04.2018,626,1,497068,children,451
666846,18.04.2018,763,1,497068,children,389
713221,18.04.2018,721,1,395858,fiction,519
713221,18.04.2018,732,3,395858,nonfiction,938
721062,18.04.2018,405,1,239205,genre fiction,545
721062,18.04.2018,635,1,239205,genre fiction,259
721062,18.04.2018,642,2,239205,genre fiction,64
721062,18.04.2018,778,3,239205,genre fiction,519
1043082,18.04.2018,598,1,366226,genre fiction,259
620956,19.04.2018,399,1,269937,genre fiction,194
643039,19.04.2018,750,3,57852,nonfiction,349
713899,19.04.2018,621,1,242167,genre fiction,64
713899,19.04.2018,660,1,242167,genre fiction,64
828101,19.04.2018,624,1,726719,genre fiction,64
939307,19.04.2018,662,1,507902,genre fiction,389
1015628,19.04.2018,757,1,202033,nonfiction,259
1125452,19.04.2018,597,1,473346,genre fiction,64
1203661,19.04.2018,656,1,268863,nonfiction,498
19564,20.04.2018,618,1,301681,genre fiction,129
19564,20.04.2018,718,1,301681,genre fiction,129
113512,20.04.2018,684,1,381667,nonfiction,194
113512,20.04.2018,715,1,381667,genre fiction,259
113512,20.04.2018,740,1,381667,nonfiction,129
113512,20.04.2018,803,1,381667,genre fiction,64
136786,20.04.2018,585,1,26735,genre fiction,194
136786,20.04.2018,703,1,26735,nonfiction,276
192933,20.04.2018,106,1,108312,genre fiction,519
349805,20.04.2018,502,1,462517,genre fiction,64
349805,20.04.2018,616,1,462517,nonfiction,129
349805,20.04.2018,776,1,462517,genre fiction,194
349805,20.04.2018,823,1,462517,genre fiction,324
359083,20.04.2018,752,1,379991,genre fiction,499
376046,20.04.2018,629,1,57153,genre fiction,64
376046,20.04.2018,713,2,57153,genre fiction,194
376046,20.04.2018,749,1,57153,genre fiction,64
376046,20.04.2018,770,1,57153,genre fiction,64
471994,20.04.2018,658,1,422932,genre fiction,64
538623,20.04.2018,626,1,384880,children,451
538623,20.04.2018,700,2,384880,genre fiction,454
538623,20.04.2018,779,2,384880,genre fiction,259
644794,20.04.2018,359,1,507386,nonfiction,692
678904,20.04.2018,92,1,105044,genre fiction,324
678904,20.04.2018,720,1,105044,genre fiction,259
724136,20.04.2018,671,1,407905,genre fiction,428
781936,20.04.2018,654,1,586361,genre fiction,519
781936,20.04.2018,662,1,586361,genre fiction,389
866075,20.04.2018,618,1,13735,genre fiction,129
866075,20.04.2018,730,1,13735,nonfiction,389
874220,20.04.2018,754,1,569456,genre fiction,259
1049397,20.04.2018,979,1,378892,genre fiction,259
1071572,20.04.2018,595,1,443493,nonfiction,585
1147431,20.04.2018,649,1,149440,genre fiction,64
1147431,20.04.2018,663,1,149440,genre fiction,259
1162059,20.04.2018,412,1,115517,nonfiction,616
1168099,20.04.2018,388,1,602918,nonfiction,194
1168099,20.04.2018,755,1,602918,genre fiction,64
1168099,20.04.2018,810,2,602918,genre fiction,64
1246045,20.04.2018,695,2,558160,genre fiction,727
1264561,20.04.2018,761,1,118762,genre fiction,431
250921,21.04.2018,584,1,538060,fiction,259
250921,21.04.2018,689,1,538060,genre fiction,475
250921,21.04.2018,942,2,538060,genre fiction,584
255798,21.04.2018,868,2,102108,nonfiction,486
273562,21.04.2018,605,1,436167,genre fiction,194
409489,21.04.2018,626,1,582424,children,451
467907,21.04.2018,642,1,111786,genre fiction,64
467907,21.04.2018,654,1,111786,genre fiction,519
505709,21.04.2018,645,1,399156,genre fiction,584
505709,21.04.2018,726,2,399156,genre fiction,129
616600,21.04.2018,607,1,696109,genre fiction,194
646233,21.04.2018,633,1,197590,genre fiction,64
773121,21.04.2018,673,1,675636,genre fiction,64
780611,21.04.2018,948,1,306577,genre fiction,64
896127,21.04.2018,595,1,532970,nonfiction,585
931443,21.04.2018,614,1,322204,genre fiction,692
989395,21.04.2018,584,1,468463,fiction,259
989395,21.04.2018,631,1,468463,genre fiction,431
989395,21.04.2018,682,2,468463,genre fiction,558
1021277,21.04.2018,686,1,34242,nonfiction,196
1176047,21.04.2018,627,1,89554,genre fiction,746
1176047,21.04.2018,683,1,89554,genre fiction,64
1228410,21.04.2018,665,1,624281,genre fiction,194
1228410,21.04.2018,711,1,624281,genre fiction,259
1233655,21.04.2018,604,1,528910,fiction,194
17198,22.04.2018,20,1,118863,genre fiction,64
17198,22.04.2018,588,1,118863,nonfiction,64
17198,22.04.2018,590,1,118863,genre fiction,341
17198,22.04.2018,632,1,118863,genre fiction,714
17198,22.04.2018,657,2,118863,genre fiction,194
17198,22.04.2018,703,1,118863,nonfiction,276
58753,22.04.2018,500,1,705485,genre fiction,324
58753,22.04.2018,598,1,705485,genre fiction,259
58753,22.04.2018,656,1,705485,nonfiction,498
104822,22.04.2018,584,2,255876,fiction,259
104822,22.04.2018,755,1,255876,genre fiction,64
106147,22.04.2018,710,1,404619,children,480
143005,22.04.2018,388,1,156564,nonfiction,194
143005,22.04.2018,601,1,156564,genre fiction,577
143005,22.04.2018,634,1,156564,genre fiction,259
169219,22.04.2018,253,1,178708,genre fiction,324
169219,22.04.2018,683,2,178708,genre fiction,64
169219,22.04.2018,748,2,178708,genre fiction,324
445404,22.04.2018,609,1,657156,fiction,259
445404,22.04.2018,918,1,657156,genre fiction,259
463393,22.04.2018,545,1,39041,nonfiction,649
479126,22.04.2018,610,2,285617,genre fiction,64
479126,22.04.2018,657,1,285617,genre fiction,194
687118,22.04.2018,455,2,394150,nonfiction,503
772171,22.04.2018,941,1,288399,genre fiction,356
800220,22.04.2018,467,1,317578,genre fiction,129
800220,22.04.2018,590,1,317578,genre fiction,341
817487,22.04.2018,680,1,415161,genre fiction,324
817487,22.04.2018,712,1,415161,nonfiction,454
960156,22.04.2018,738,1,9341,genre fiction,194
1113703,22.04.2018,627,1,260312,genre fiction,746
1229901,22.04.2018,612,1,540389,genre fiction,194
40722,23.04.2018,632,1,69462,genre fiction,714
40722,23.04.2018,633,1,69462,genre fiction,64
40722,23.04.2018,775,1,69462,nonfiction,439
154607,23.04.2018,1,1,286233,genre fiction,317
304271,23.04.2018,612,1,431558,genre fiction,194
304271,23.04.2018,713,2,431558,genre fiction,194
384351,23.04.2018,628,1,706233,genre fiction,399
518636,23.04.2018,585,1,59707,genre fiction,194
518636,23.04.2018,626,1,59707,children,451
518636,23.04.2018,646,1,59707,genre fiction,259
518636,23.04.2018,708,1,59707,genre fiction,621
531125,23.04.2018,759,1,304541,genre fiction,259
531125,23.04.2018,766,1,304541,genre fiction,64
940265,23.04.2018,600,1,193667,nonfiction,423
948644,23.04.2018,629,1,46881,genre fiction,64
962140,23.04.2018,654,1,236945,genre fiction,519
1049902,23.04.2018,404,1,740179,genre fiction,519
1049902,23.04.2018,608,1,740179,genre fiction,389
1049902,23.04.2018,622,1,740179,nonfiction,64
1049902,23.04.2018,731,1,740179,genre fiction,64
1082235,23.04.2018,487,3,38821,fiction,64
1086351,23.04.2018,587,1,614613,genre fiction,324
1086351,23.04.2018,593,1,614613,genre fiction,519
1088596,23.04.2018,583,1,330636,genre fiction,259
1088596,23.04.2018,603,1,330636,genre fiction,259
1088596,23.04.2018,675,1,330636,genre fiction,499
1139851,23.04.2018,159,1,353843,genre fiction,974
1139851,23.04.2018,606,1,353843,fiction,194
1139851,23.04.2018,685,1,353843,nonfiction,519
1139851,23.04.2018,967,1,353843,genre fiction,129
1229172,23.04.2018,643,1,203043,genre fiction,519
1229172,23.04.2018,729,1,203043,genre fiction,259
1234193,23.04.2018,394,1,289274,genre fiction,332
1234193,23.04.2018,468,1,289274,genre fiction,194
513741,24.04.2018,631,1,32093,genre fiction,431
514714,24.04.2018,502,1,521252,genre fiction,64
514714,24.04.2018,675,1,521252,genre fiction,499
565640,24.04.2018,602,1,730084,genre fiction,324
565640,24.04.2018,627,1,730084,genre fiction,746
565640,24.04.2018,638,1,730084,genre fiction,586
565640,24.04.2018,866,1,730084,nonfiction,162
749532,24.04.2018,471,1,108078,nonfiction,649
749532,24.04.2018,659,1,108078,genre fiction,389
849797,24.04.2018,674,1,502241,genre fiction,64
961008,24.04.2018,781,1,126372,genre fiction,324
1037361,24.04.2018,646,1,194151,genre fiction,259
1124402,24.04.2018,512,2,515328,genre fiction,194
1124402,24.04.2018,584,1,515328,fiction,259
1173973,24.04.2018,575,1,146801,fiction,649
1173973,24.04.2018,579,1,146801,genre fiction,443
1173973,24.04.2018,638,1,146801,genre fiction,586
1173973,24.04.2018,951,1,146801,genre fiction,324
1278585,24.04.2018,435,1,58681,genre fiction,389
1278585,24.04.2018,748,1,58681,genre fiction,324
8128,25.04.2018,728,1,117617,nonfiction,844
8128,25.04.2018,743,1,117617,genre fiction,259
8128,25.04.2018,775,1,117617,nonfiction,439
77076,25.04.2018,646,1,417264,genre fiction,259
282644,25.04.2018,709,1,329056,nonfiction,194
282644,25.04.2018,754,1,329056,genre fiction,259
290717,25.04.2018,641,1,184600,genre fiction,64
395151,25.04.2018,53,1,273817,genre fiction,324
395151,25.04.2018,682,1,273817,genre fiction,558
395151,25.04.2018,738,1,273817,genre fiction,194
449834,25.04.2018,582,1,588113,genre fiction,475
449834,25.04.2018,638,1,588113,genre fiction,586
449834,25.04.2018,737,3,588113,nonfiction,64
449834,25.04.2018,809,1,588113,genre fiction,324
483876,25.04.2018,602,1,59763,genre fiction,324
636645,25.04.2018,643,1,27666,genre fiction,519
693648,25.04.2018,621,1,484541,genre fiction,64
693648,25.04.2018,621,1,484541,genre fiction,64
693648,25.04.2018,778,1,484541,genre fiction,519
712067,25.04.2018,613,1,368815,genre fiction,129
712067,25.04.2018,735,1,368815,genre fiction,650
1028832,25.04.2018,639,1,133785,genre fiction,64
1028832,25.04.2018,699,1,133785,genre fiction,64
1113695,25.04.2018,628,1,491267,genre fiction,399
1113695,25.04.2018,651,1,491267,genre fiction,64
1124993,25.04.2018,622,1,420795,nonfiction,64
1124993,25.04.2018,733,1,420795,genre fiction,194
1209810,25.04.2018,369,1,211680,genre fiction,341
1231901,25.04.2018,58,1,275220,genre fiction,709
1231901,25.04.2018,609,1,275220,fiction,259
1231901,25.04.2018,641,1,275220,genre fiction,64
1231901,25.04.2018,729,2,275220,genre fiction,259
1286417,25.04.2018,607,1,182757,genre fiction,194
1286417,25.04.2018,695,1,182757,genre fiction,727
88594,26.04.2018,704,1,386089,nonfiction,623
88594,26.04.2018,745,2,386089,genre fiction,129
119804,26.04.2018,435,2,701561,genre fiction,389
119804,26.04.2018,650,1,701561,children,360
328432,26.04.2018,373,1,376957,genre fiction,324
328432,26.04.2018,673,1,376957,genre fiction,64
354032,26.04.2018,637,1,512375,genre fiction,623
354032,26.04.2018,727,1,512375,genre fiction,475
435257,26.04.2018,890,1,194217,nonfiction,259
449645,26.04.2018,707,1,418498,genre fiction,925
481618,26.04.2018,685,1,710062,nonfiction,519
1108074,26.04.2018,586,1,728015,genre fiction,649
1108074,26.04.2018,647,1,728015,genre fiction,519
1108074,26.04.2018,753,1,728015,genre fiction,194
1156662,26.04.2018,538,1,337593,genre fiction,499
1156662,26.04.2018,609,1,337593,fiction,259
1156662,26.04.2018,624,1,337593,genre fiction,64
1176253,26.04.2018,781,1,19607,genre fiction,324
1177895,26.04.2018,579,1,711367,genre fiction,443
1177895,26.04.2018,650,1,711367,children,360
1258306,26.04.2018,750,1,208284,nonfiction,349
195094,27.04.2018,601,1,639260,genre fiction,577
499912,27.04.2018,641,1,91109,genre fiction,64
499912,27.04.2018,664,1,91109,genre fiction,194
499912,27.04.2018,871,1,91109,nonfiction,194
523292,27.04.2018,686,1,257408,nonfiction,196
523292,27.04.2018,791,1,257408,genre fiction,194
799870,27.04.2018,651,2,707639,genre fiction,64
799870,27.04.2018,651,2,707639,genre fiction,64
799870,27.04.2018,686,1,707639,nonfiction,196
1056720,27.04.2018,771,1,93764,genre fiction,259
1128361,27.04.2018,664,1,154171,genre fiction,194
284870,28.04.2018,380,1,376323,genre fiction,389
284870,28.04.2018,517,1,376323,genre fiction,259
284870,28.04.2018,602,1,376323,genre fiction,324
289056,28.04.2018,564,1,167849,nonfiction,488
289056,28.04.2018,673,1,167849,genre fiction,64
450044,28.04.2018,668,1,346875,genre fiction,64
542136,28.04.2018,736,1,519261,genre fiction,779
542136,28.04.2018,767,1,519261,nonfiction,454
548784,28.04.2018,637,1,592273,genre fiction,623
566200,28.04.2018,557,1,168628,genre fiction,883
617593,28.04.2018,39,1,318302,genre fiction,64
761525,28.04.2018,653,1,641375,genre fiction,64
1027162,28.04.2018,638,1,482911,genre fiction,586
1027162,28.04.2018,749,1,482911,genre fiction,64
1095677,28.04.2018,471,1,648169,nonfiction,649
1095677,28.04.2018,750,3,648169,nonfiction,349
1170644,28.04.2018,603,1,436012,genre fiction,259
1170644,28.04.2018,726,1,436012,genre fiction,129
148756,29.04.2018,756,1,738797,genre fiction,649
582794,29.04.2018,560,1,612689,genre fiction,194
582794,29.04.2018,669,1,612689,genre fiction,324
629041,29.04.2018,644,1,550879,genre fiction,64
629041,29.04.2018,730,1,550879,nonfiction,389
830418,29.04.2018,777,1,4846,genre fiction,649
1036148,29.04.2018,391,1,557376,genre fiction,129
1036148,29.04.2018,702,1,557376,genre fiction,389
1201730,29.04.2018,3,2,412533,genre fiction,564
1272762,29.04.2018,662,1,495941,genre fiction,389
1277472,29.04.2018,775,2,532848,nonfiction,439
26676,30.04.2018,439,1,6268,genre fiction,194
26676,30.04.2018,902,1,6268,nonfiction,64
49168,30.04.2018,627,1,603010,genre fiction,746
251986,30.04.2018,551,1,559610,fiction,259
251986,30.04.2018,655,1,559610,nonfiction,64
266703,30.04.2018,663,1,181493,genre fiction,259
266703,30.04.2018,700,1,181493,genre fiction,454
266703,30.04.2018,774,1,181493,genre fiction,844
307536,30.04.2018,600,2,121778,nonfiction,423
349418,30.04.2018,667,1,653609,genre fiction,194
349418,30.04.2018,691,1,653609,genre fiction,194
349418,30.04.2018,915,1,653609,genre fiction,64
520803,30.04.2018,592,1,164245,genre fiction,451
520803,30.04.2018,712,1,164245,nonfiction,454
612813,30.04.2018,583,1,19008,genre fiction,259
612813,30.04.2018,806,1,19008,fiction,779
678148,30.04.2018,593,1,8350,genre fiction,519
678148,30.04.2018,594,1,8350,genre fiction,399
741131,30.04.2018,441,1,701039,genre fiction,324
755189,30.04.2018,702,1,700728,genre fiction,389
755189,30.04.2018,744,1,700728,genre fiction,772
830614,30.04.2018,599,1,417472,genre fiction,389
984746,30.04.2018,457,1,57239,fiction,129
984746,30.04.2018,728,1,57239,nonfiction,844
999049,30.04.2018,686,1,285661,nonfiction,196
999049,30.04.2018,730,1,285661,nonfiction,389
1001146,30.04.2018,694,1,708912,genre fiction,64
1033325,30.04.2018,64,1,257143,genre fiction,64
1033325,30.04.2018,443,1,257143,genre fiction,64
1033325,30.04.2018,632,1,257143,genre fiction,714
1033325,30.04.2018,799,1,257143,genre fiction,499
2268,01.05.2018,662,1,225805,genre fiction,389
5595,01.05.2018,650,1,709566,children,360
5595,01.05.2018,746,2,709566,genre fiction,443
17097,01.05.2018,581,1,309630,genre fiction,64
27330,01.05.2018,703,1,156322,nonfiction,276
112520,01.05.2018,674,1,368509,genre fiction,64
112520,01.05.2018,740,1,368509,nonfiction,129
135111,01.05.2018,619,1,14657,genre fiction,828
204368,01.05.2018,432,1,201491,genre fiction,64
204368,01.05.2018,664,1,201491,genre fiction,194
204368,01.05.2018,893,1,201491,genre fiction,194
370344,01.05.2018,610,1,575557,genre fiction,64
401321,01.05.2018,543,1,185207,genre fiction,65
431004,01.05.2018,643,1,482092,genre fiction,519
431004,01.05.2018,716,2,482092,genre fiction,324
570276,01.05.2018,714,1,111575,fiction,519
899220,01.05.2018,707,1,630943,genre fiction,925
947753,01.05.2018,592,1,213071,genre fiction,451
947753,01.05.2018,608,1,213071,genre fiction,389
947753,01.05.2018,674,1,213071,genre fiction,64
947753,01.05.2018,689,1,213071,genre fiction,475
1048757,01.05.2018,453,2,118674,genre fiction,324
1048757,01.05.2018,588,3,118674,nonfiction,64
1081710,01.05.2018,601,2,716183,genre fiction,577
1081710,01.05.2018,732,1,716183,nonfiction,938
1114063,01.05.2018,601,1,499842,genre fiction,577
1200693,01.05.2018,696,1,674457,genre fiction,419
1206257,01.05.2018,594,1,324271,genre fiction,399
1275154,01.05.2018,631,1,573044,genre fiction,431
1275154,01.05.2018,662,1,573044,genre fiction,389
1276048,01.05.2018,767,1,702996,nonfiction,454
39826,02.05.2018,757,1,56488,nonfiction,259
94595,02.05.2018,653,1,7125,genre fiction,64
94595,02.05.2018,733,2,7125,genre fiction,194
150833,02.05.2018,664,1,410611,genre fiction,194
150833,02.05.2018,689,1,410611,genre fiction,475
150833,02.05.2018,869,1,410611,genre fiction,194
229187,02.05.2018,654,2,232498,genre fiction,519
494736,02.05.2018,589,1,619620,genre fiction,324
494736,02.05.2018,741,1,619620,genre fiction,259
494736,02.05.2018,776,1,619620,genre fiction,194
523293,02.05.2018,1,1,225148,genre fiction,317
523293,02.05.2018,697,1,225148,children,360
580451,02.05.2018,386,1,546058,genre fiction,324
580451,02.05.2018,600,1,546058,nonfiction,423
580451,02.05.2018,747,1,546058,genre fiction,194
723359,02.05.2018,657,1,96243,genre fiction,194
818258,02.05.2018,415,1,341422,genre fiction,259
818258,02.05.2018,529,1,341422,genre fiction,259
818258,02.05.2018,592,1,341422,genre fiction,451
1040208,02.05.2018,481,1,428369,genre fiction,129
